accuracy,precision_macro,recall_macro,f1_macro,auc_macro,prauc_macro,auc_micro,prauc_micro,auc_weighted,prauc_weighted
0.848,0.8430204629164517,0.7763919800885752,0.7891947448373446,0.9876073173976849,0.8713762949832995,0.9918145185185183,0.9267976131450583,0.9883157688962615,0.914964420148796
