Celltype,PR_AUC
C1,0.9749986934161201
C10,0.9918471874251766
C11,0.7035066960826739
C12,0.9540854867852572
C14,0.8695828339336885
C15,0.7906169318970224
C17,0.5593020532785262
C18,0.814656862745098
C2,0.9615432080587307
C3,0.9114167261476803
C4,0.8431786960694021
C5,0.9427738043560646
C6,0.8439280484400135
C7,0.9125019347202272
C8,0.9944546455542203
C9,0.8499740347888353
