C1,C10,C11,C12,C14,C15,C17,C18,C2,C3,C4,C5,C6,C7,C8,C9
0.00035382833,0.00026458647,0.0009015935,4.0864223e-05,0.00013533501,0.00016794339,0.00040175678,0.0015000436,0.0050314665,0.9878271,0.0007363277,0.0001154814,0.00023305426,0.0012829371,0.0006274401,0.00038027327
0.0008829775,0.0007582392,0.0072742216,0.00042519698,0.0005229905,0.0012921045,0.0032370626,0.0011771321,0.031004371,0.031153142,0.00285024,0.00061259314,0.001094514,0.9133973,0.0011261018,0.0031918024
0.008263067,0.0014937497,0.0010400357,0.0034057763,0.00220239,0.0029916402,0.0027397894,0.000110978675,0.00030780904,0.0005828794,0.92077243,0.00070715754,0.04944717,0.00061899674,0.00013959326,0.0051766215
0.00016063913,0.0023948734,0.97798985,0.00040149383,0.0020124072,0.0019879064,0.0013954394,0.00037738786,0.00065281533,0.0024126912,0.0077195405,0.00048397772,0.00036993378,0.00068706175,0.00012597219,0.0008278767
0.96362984,0.0011511607,0.00019633576,0.00084977405,0.0023923656,0.0016591065,0.007271703,0.0013621036,0.00023716154,0.0005159864,0.003847396,0.0032723988,0.010325074,0.00039966454,0.0016580491,0.0012318566
5.6920853e-05,0.00015170254,0.0007401452,0.000118696735,2.5034895e-05,5.5132507e-05,0.00014322558,0.00043636677,0.9866326,0.0069974433,0.00031871462,3.234548e-05,6.0963586e-05,0.0035615407,0.0004079197,0.00026119326
0.00073034415,0.0009407507,0.005743166,0.00047486072,0.00026165068,0.00059081224,0.0017489403,0.004252816,0.862408,0.105543725,0.0011565418,0.00054890465,0.00060636125,0.0107404385,0.0029496376,0.0013030623
3.1254247e-05,6.88697e-05,0.00044387387,6.8575624e-05,1.2237623e-05,2.8921475e-05,9.928384e-05,0.00029053906,0.99304307,0.002938963,0.00016016992,1.6280685e-05,5.97078e-05,0.002334782,0.00025664177,0.0001468668
4.2299853e-05,7.49776e-05,0.00067798764,5.013177e-05,1.7806127e-05,3.0628515e-05,0.00010747022,0.000217668,0.9691338,0.009501584,0.00038856344,1.2329238e-05,3.0859672e-05,0.019154863,0.00023248306,0.00032666538
0.046511956,0.006261884,0.0018700354,0.0019457776,0.0068855966,0.010451613,0.018012999,0.0022263043,0.0006473588,0.001670295,0.010163168,0.8741795,0.014982834,0.0009098514,0.0022441475,0.0010367726
4.6528752e-05,4.541114e-05,0.00071228517,4.6581695e-06,2.4694576e-05,4.4863125e-05,0.000120368924,0.00042620188,0.00053118024,0.99695754,0.0001429092,3.1481573e-05,1.8463255e-05,0.00065509044,0.00010106003,0.00013725931
