accuracy,precision_macro,recall_macro,f1_macro,auc_macro,prauc_macro,auc_micro,prauc_micro,auc_weighted,prauc_weighted
0.8453333333333334,0.8392353278965756,0.7721574599505776,0.7837691187523659,0.9871699693808409,0.869897990231171,0.9914992592592592,0.9258131322141809,0.9880735773876845,0.9140854584607694
